age_group,cause,deaths,percent,country
All ages,Noncommunicable diseases,198912.31,72.16,Serbia
All ages,"Communicable, maternal, perinatal and nutritional conditions",477.19,25.67,Seychelles
All ages,Injuries,98.65,5.31,Seychelles
All ages,Noncommunicable diseases,1282.77,69.02,Seychelles
All ages,"Communicable, maternal, perinatal and nutritional conditions",80100.35,57.9,Sierra Leone
All ages,Injuries,10303.5,7.45,Sierra Leone
All ages,Noncommunicable diseases,47946.14,34.66,Sierra Leone
All ages,"Communicable, maternal, perinatal and nutritional conditions",10441.56,21.66,Singapore
All ages,Injuries,1660.72,3.45,Singapore
All ages,Noncommunicable diseases,36101.45,74.89,Singapore
All ages,"Communicable, maternal, perinatal and nutritional conditions",43435.72,29.6,Slovakia
All ages,Injuries,5195.94,3.54,Slovakia
All ages,Noncommunicable diseases,98096.38,66.86,Slovakia
All ages,"Communicable, maternal, perinatal and nutritional conditions",7825.89,17.28,Slovenia
All ages,Injuries,3141.24,6.93,Slovenia
All ages,Noncommunicable diseases,34330.13,75.79,Slovenia
All ages,"Communicable, maternal, perinatal and nutritional conditions",2737.99,23.54,Solomon Islands
All ages,Injuries,957.71,8.24,Solomon Islands
All ages,Noncommunicable diseases,7933.4,68.22,Solomon Islands
All ages,"Communicable, maternal, perinatal and nutritional conditions",267646.49,65.83,Somalia
All ages,Injuries,33529.94,8.25,Somalia
All ages,Noncommunicable diseases,105404.78,25.92,Somalia
All ages,"Communicable, maternal, perinatal and nutritional conditions",723014.36,50.38,South Africa
All ages,Injuries,133162.42,9.28,South Africa
All ages,Noncommunicable diseases,578899.11,40.34,South Africa
All ages,"Communicable, maternal, perinatal and nutritional conditions",121344.05,61.12,South Sudan
All ages,Injuries,19169.85,9.66,South Sudan
All ages,Noncommunicable diseases,58014.28,29.22,South Sudan
All ages,"Communicable, maternal, perinatal and nutritional conditions",115983.9,12.84,Spain
All ages,Injuries,32044.19,3.55,Spain
All ages,Noncommunicable diseases,755389.64,83.61,Spain
All ages,"Communicable, maternal, perinatal and nutritional conditions",45982.83,15.86,Sri Lanka
All ages,Injuries,21315.32,7.35,Sri Lanka
All ages,Noncommunicable diseases,222632.76,76.79,Sri Lanka
All ages,"Communicable, maternal, perinatal and nutritional conditions",245500.65,46.23,Sudan
All ages,Injuries,47874.76,9.02,Sudan
All ages,Noncommunicable diseases,237641.71,44.75,Sudan
All ages,"Communicable, maternal, perinatal and nutritional conditions",3841.55,39.21,Suriname
All ages,Injuries,772.2,7.88,Suriname
All ages,Noncommunicable diseases,5184.82,52.91,Suriname
All ages,"Communicable, maternal, perinatal and nutritional conditions",19706.53,10.7,Sweden
All ages,Injuries,9240.97,5.02,Sweden
All ages,Noncommunicable diseases,155284.05,84.29,Sweden
All ages,"Communicable, maternal, perinatal and nutritional conditions",17763.67,12.42,Switzerland
All ages,Injuries,7897.81,5.52,Switzerland
All ages,Noncommunicable diseases,117323.91,82.05,Switzerland
All ages,"Communicable, maternal, perinatal and nutritional conditions",28854.03,13.53,Syrian Arab Republic
All ages,Injuries,23830.83,11.17,Syrian Arab Republic
All ages,Noncommunicable diseases,160582.12,75.3,Syrian Arab Republic
All ages,"Communicable, maternal, perinatal and nutritional conditions",28100.21,32.76,Tajikistan
All ages,Injuries,6481.31,7.56,Tajikistan
All ages,Noncommunicable diseases,51202.27,59.69,Tajikistan
All ages,"Communicable, maternal, perinatal and nutritional conditions",242739.12,20.0,Thailand
All ages,Injuries,111653.18,9.2,Thailand
All ages,Noncommunicable diseases,859141.66,70.8,Thailand
All ages,"Communicable, maternal, perinatal and nutritional conditions",7358.15,40.61,Timor-Leste
All ages,Injuries,1226.64,6.77,Timor-Leste
All ages,Noncommunicable diseases,9533.33,52.62,Timor-Leste
All ages,"Communicable, maternal, perinatal and nutritional conditions",57473.92,46.03,Togo
All ages,Injuries,12407.19,9.94,Togo
All ages,Noncommunicable diseases,54988.25,44.04,Togo
All ages,"Communicable, maternal, perinatal and nutritional conditions",132.57,9.99,Tonga
All ages,Injuries,71.68,5.4,Tonga
All ages,Noncommunicable diseases,1122.8,84.61,Tonga
All ages,"Communicable, maternal, perinatal and nutritional conditions",5723.24,22.24,Trinidad and Tobago
All ages,Injuries,2218.82,8.62,Trinidad and Tobago
All ages,Noncommunicable diseases,17790.51,69.14,Trinidad and Tobago
All ages,"Communicable, maternal, perinatal and nutritional conditions",53890.66,33.06,Tunisia
All ages,Injuries,7680.41,4.71,Tunisia
All ages,Noncommunicable diseases,101435.17,62.23,Tunisia
All ages,"Communicable, maternal, perinatal and nutritional conditions",22565.77,26.56,Turkmenistan
All ages,Injuries,4750.02,5.59,Turkmenistan
All ages,Noncommunicable diseases,57638.46,67.85,Turkmenistan
All ages,"Communicable, maternal, perinatal and nutritional conditions",296540.55,23.65,Türkiye
All ages,Injuries,42823.69,3.42,Türkiye
All ages,Noncommunicable diseases,914401.24,72.93,Türkiye
All ages,"Communicable, maternal, perinatal and nutritional conditions",255446.64,51.55,Uganda
All ages,Injuries,54215.83,10.94,Uganda
All ages,Noncommunicable diseases,185905.58,37.51,Uganda
All ages,"Communicable, maternal, perinatal and nutritional conditions",281988.03,19.27,Ukraine
All ages,Injuries,56506.03,3.86,Ukraine
All ages,Noncommunicable diseases,1124861.44,76.87,Ukraine
All ages,"Communicable, maternal, perinatal and nutritional conditions",4781.82,17.54,United Arab Emirates
All ages,Injuries,3094.72,11.35,United Arab Emirates
All ages,Noncommunicable diseases,19384.15,71.11,United Arab Emirates
All ages,"Communicable, maternal, perinatal and nutritional conditions",234050.32,16.97,United Kingdom
All ages,Injuries,46312.06,3.36,United Kingdom
All ages,Noncommunicable diseases,1099085.29,79.68,United Kingdom
All ages,"Communicable, maternal, perinatal and nutritional conditions",380818.0,52.15,United Republic of Tanzania
All ages,Injuries,62365.33,8.54,United Republic of Tanzania
All ages,Noncommunicable diseases,287094.69,39.31,United Republic of Tanzania
All ages,"Communicable, maternal, perinatal and nutritional conditions",1140928.88,16.55,United States of America
All ages,Injuries,418039.17,6.06,United States of America
All ages,Noncommunicable diseases,5335322.39,77.39,United States of America
All ages,"Communicable, maternal, perinatal and nutritional conditions",17920.26,21.98,Uruguay
All ages,Injuries,4989.9,6.12,Uruguay
All ages,Noncommunicable diseases,58609.67,71.9,Uruguay
All ages,"Communicable, maternal, perinatal and nutritional conditions",53650.9,12.71,Uzbekistan
All ages,Injuries,20829.93,4.93,Uzbekistan
All ages,Noncommunicable diseases,347717.43,82.36,Uzbekistan
All ages,"Communicable, maternal, perinatal and nutritional conditions",787.73,18.21,Vanuatu
All ages,Injuries,334.91,7.74,Vanuatu
All ages,Noncommunicable diseases,3202.49,74.04,Vanuatu
All ages,"Communicable, maternal, perinatal and nutritional conditions",72471.01,16.25,Venezuela (Bolivarian Republic of)
All ages,Injuries,61477.8,13.79,Venezuela (Bolivarian Republic of)
All ages,Noncommunicable diseases,311901.98,69.96,Venezuela (Bolivarian Republic of)
All ages,"Communicable, maternal, perinatal and nutritional conditions",174414.32,12.51,Viet Nam
All ages,Injuries,119376.8,8.56,Viet Nam
All ages,Noncommunicable diseases,1100403.09,78.93,Viet Nam
All ages,"Communicable, maternal, perinatal and nutritional conditions",154863.57,35.68,Yemen
All ages,Injuries,92652.49,21.34,Yemen
All ages,Noncommunicable diseases,186561.2,42.98,Yemen
All ages,"Communicable, maternal, perinatal and nutritional conditions",164316.89,60.41,Zambia
All ages,Injuries,20588.65,7.57,Zambia
All ages,Noncommunicable diseases,87100.1,32.02,Zambia
All ages,"Communicable, maternal, perinatal and nutritional conditions",151284.01,50.87,Zimbabwe
All ages,Injuries,28576.02,9.61,Zimbabwe
All ages,Noncommunicable diseases,117508.9,39.52,Zimbabwe
All ages,"Communicable, maternal, perinatal and nutritional conditions",10316.14,26.19,"occupied Palestinian territory, including east Jerusalem"
All ages,Injuries,2716.55,6.9,"occupied Palestinian territory, including east Jerusalem"
All ages,Noncommunicable diseases,26352.87,66.91,"occupied Palestinian territory, including east Jerusalem"
0-4,"Communicable, maternal, perinatal and nutritional conditions",143614.22,85.63,Afghanistan
0-4,Injuries,14479.62,8.63,Afghanistan
0-4,Noncommunicable diseases,9629.65,5.74,Afghanistan
0-4,"Communicable, maternal, perinatal and nutritional conditions",369.25,62.91,Albania
0-4,Injuries,27.02,4.6,Albania
0-4,Noncommunicable diseases,190.65,32.48,Albania
0-4,"Communicable, maternal, perinatal and nutritional conditions",30347.61,69.48,Algeria
0-4,Injuries,2687.52,6.15,Algeria
0-4,Noncommunicable diseases,10641.17,24.36,Algeria
0-4,"Communicable, maternal, perinatal and nutritional conditions",164392.08,91.11,Angola
0-4,Injuries,5821.24,3.23,Angola
0-4,Noncommunicable diseases,10226.96,5.67,Angola
0-4,"Communicable, maternal, perinatal and nutritional conditions",9.15,42.45,Antigua and Barbuda
0-4,Injuries,0.34,1.58,Antigua and Barbuda
0-4,Noncommunicable diseases,12.07,55.98,Antigua and Barbuda
0-4,"Communicable, maternal, perinatal and nutritional conditions",5670.1,53.58,Argentina
0-4,Injuries,606.33,5.73,Argentina
0-4,Noncommunicable diseases,4305.95,40.69,Argentina
0-4,"Communicable, maternal, perinatal and nutritional conditions",431.55,57.73,Armenia
0-4,Injuries,58.11,7.77,Armenia
0-4,Noncommunicable diseases,257.84,34.49,Armenia
0-4,"Communicable, maternal, perinatal and nutritional conditions",1233.22,52.46,Australia
0-4,Injuries,148.19,6.3,Australia
0-4,Noncommunicable diseases,969.25,41.23,Australia
0-4,"Communicable, maternal, perinatal and nutritional conditions",278.48,48.81,Austria
0-4,Injuries,28.22,4.95,Austria
0-4,Noncommunicable diseases,263.81,46.24,Austria
0-4,"Communicable, maternal, perinatal and nutritional conditions",2969.23,56.66,Azerbaijan
0-4,Injuries,431.18,8.23,Azerbaijan
0-4,Noncommunicable diseases,1840.23,35.11,Azerbaijan
0-4,"Communicable, maternal, perinatal and nutritional conditions",75.07,65.47,Bahamas
0-4,Injuries,6.12,5.34,Bahamas
0-4,Noncommunicable diseases,33.46,29.19,Bahamas
0-4,"Communicable, maternal, perinatal and nutritional conditions",123.24,47.45,Bahrain
0-4,Injuries,9.3,3.58,Bahrain
0-4,Noncommunicable diseases,127.18,48.97,Bahrain
0-4,"Communicable, maternal, perinatal and nutritional conditions",152013.35,75.49,Bangladesh
0-4,Injuries,16037.12,7.96,Bangladesh
0-4,Noncommunicable diseases,33327.54,16.55,Bangladesh
0-4,"Communicable, maternal, perinatal and nutritional conditions",37.53,53.12,Barbados
0-4,Injuries,4.15,5.88,Barbados
0-4,Noncommunicable diseases,28.97,41.01,Barbados
0-4,"Communicable, maternal, perinatal and nutritional conditions",178.63,37.88,Belarus
0-4,Injuries,49.38,10.47,Belarus
0-4,Noncommunicable diseases,243.51,51.64,Belarus
0-4,"Communicable, maternal, perinatal and nutritional conditions",469.89,53.63,Belgium
0-4,Injuries,63.02,7.19,Belgium
0-4,Noncommunicable diseases,343.31,39.18,Belgium
0-4,"Communicable, maternal, perinatal and nutritional conditions",116.93,72.48,Belize
0-4,Injuries,7.93,4.91,Belize
0-4,Noncommunicable diseases,36.47,22.61,Belize
0-4,"Communicable, maternal, perinatal and nutritional conditions",68809.62,90.41,Benin
0-4,Injuries,3204.96,4.21,Benin
0-4,Noncommunicable diseases,4097.32,5.38,Benin
0-4,"Communicable, maternal, perinatal and nutritional conditions",336.21,69.34,Bhutan
0-4,Injuries,31.41,6.48,Bhutan
0-4,Noncommunicable diseases,117.29,24.19,Bhutan
0-4,"Communicable, maternal, perinatal and nutritional conditions",9187.75,71.39,Bolivia (Plurinational State of)
0-4,Injuries,801.1,6.22,Bolivia (Plurinational State of)
0-4,Noncommunicable diseases,2880.7,22.38,Bolivia (Plurinational State of)
0-4,"Communicable, maternal, perinatal and nutritional conditions",189.09,59.09,Bosnia and Herzegovina
0-4,Injuries,17.54,5.48,Bosnia and Herzegovina
0-4,Noncommunicable diseases,113.38,35.43,Bosnia and Herzegovina
0-4,"Communicable, maternal, perinatal and nutritional conditions",3953.8,81.11,Botswana
0-4,Injuries,239.11,4.91,Botswana
0-4,Noncommunicable diseases,681.5,13.98,Botswana
0-4,"Communicable, maternal, perinatal and nutritional conditions",48518.81,62.94,Brazil
0-4,Injuries,3994.5,5.18,Brazil
0-4,Noncommunicable diseases,24572.77,31.88,Brazil
0-4,"Communicable, maternal, perinatal and nutritional conditions",59.55,47.69,Brunei Darussalam
0-4,Injuries,4.66,3.73,Brunei Darussalam
0-4,Noncommunicable diseases,60.67,48.58,Brunei Darussalam
0-4,"Communicable, maternal, perinatal and nutritional conditions",447.86,56.26,Bulgaria
0-4,Injuries,42.86,5.38,Bulgaria
0-4,Noncommunicable diseases,305.28,38.35,Bulgaria
0-4,"Communicable, maternal, perinatal and nutritional conditions",100944.24,87.27,Burkina Faso
0-4,Injuries,6563.9,5.68,Burkina Faso
0-4,Noncommunicable diseases,8154.3,7.05,Burkina Faso
0-4,"Communicable, maternal, perinatal and nutritional conditions",40786.86,85.14,Burundi
0-4,Injuries,3055.19,6.38,Burundi
0-4,Noncommunicable diseases,4060.97,8.48,Burundi
0-4,"Communicable, maternal, perinatal and nutritional conditions",133.46,64.68,Cabo Verde
0-4,Injuries,17.18,8.33,Cabo Verde
0-4,Noncommunicable diseases,55.71,27.0,Cabo Verde
0-4,"Communicable, maternal, perinatal and nutritional conditions",12663.52,67.78,Cambodia
0-4,Injuries,1293.99,6.93,Cambodia
0-4,Noncommunicable diseases,4726.3,25.3,Cambodia
0-4,"Communicable, maternal, perinatal and nutritional conditions",117456.49,89.2,Cameroon
0-4,Injuries,5177.94,3.93,Cameroon
0-4,Noncommunicable diseases,9036.71,6.86,Cameroon
0-4,"Communicable, maternal, perinatal and nutritional conditions",1964.34,53.24,Canada
0-4,Injuries,219.41,5.95,Canada
0-4,Noncommunicable diseases,1505.74,40.81,Canada
0-4,"Communicable, maternal, perinatal and nutritional conditions",40624.36,94.23,Central African Republic
0-4,Injuries,847.64,1.97,Central African Republic
0-4,Noncommunicable diseases,1638.77,3.8,Central African Republic
0-4,"Communicable, maternal, perinatal and nutritional conditions",144682.58,91.8,Chad
0-4,Injuries,5004.1,3.18,Chad
0-4,Noncommunicable diseases,7919.55,5.02,Chad
0-4,"Communicable, maternal, perinatal and nutritional conditions",1096.94,44.19,Chile
0-4,Injuries,164.4,6.62,Chile
0-4,Noncommunicable diseases,1220.72,49.18,Chile
0-4,"Communicable, maternal, perinatal and nutritional conditions",81847.47,46.92,China
0-4,Injuries,37049.09,21.24,China
0-4,Noncommunicable diseases,55560.27,31.85,China
0-4,"Communicable, maternal, perinatal and nutritional conditions",11118.56,60.46,Colombia
0-4,Injuries,798.02,4.34,Colombia
0-4,Noncommunicable diseases,6473.5,35.2,Colombia
0-4,"Communicable, maternal, perinatal and nutritional conditions",2017.55,85.1,Comoros
0-4,Injuries,129.2,5.45,Comoros
0-4,Noncommunicable diseases,224.17,9.45,Comoros
0-4,"Communicable, maternal, perinatal and nutritional conditions",14198.48,90.17,Congo
0-4,Injuries,423.78,2.69,Congo
0-4,Noncommunicable diseases,1124.58,7.14,Congo
0-4,"Communicable, maternal, perinatal and nutritional conditions",470.95,52.8,Costa Rica
0-4,Injuries,36.4,4.08,Costa Rica
0-4,Noncommunicable diseases,384.53,43.11,Costa Rica
0-4,"Communicable, maternal, perinatal and nutritional conditions",162.83,50.55,Croatia
0-4,Injuries,14.0,4.35,Croatia
0-4,Noncommunicable diseases,145.27,45.1,Croatia
0-4,"Communicable, maternal, perinatal and nutritional conditions",838.7,53.86,Cuba
0-4,Injuries,114.99,7.38,Cuba
0-4,Noncommunicable diseases,603.49,38.76,Cuba
0-4,"Communicable, maternal, perinatal and nutritional conditions",55.05,54.13,Cyprus
0-4,Injuries,6.32,6.21,Cyprus
0-4,Noncommunicable diseases,40.34,39.66,Cyprus
0-4,"Communicable, maternal, perinatal and nutritional conditions",359.94,58.7,Czechia
0-4,Injuries,48.56,7.92,Czechia
0-4,Noncommunicable diseases,204.7,33.38,Czechia
0-4,"Communicable, maternal, perinatal and nutritional conditions",122905.97,89.09,Côte d'Ivoire
0-4,Injuries,5680.64,4.12,Côte d'Ivoire
0-4,Noncommunicable diseases,9369.11,6.79,Côte d'Ivoire
0-4,"Communicable, maternal, perinatal and nutritional conditions",6209.04,57.17,Democratic People's Republic of Korea
