year,cause,sex,deaths
2021,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),males,2.0
2021,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),persons,3.0
2021,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",females,271.0
2021,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",males,537.0
2021,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",persons,808.0
2021,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43),females,1.0
2021,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43),males,1.0
2021,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43),persons,2.0
2021,Accidental poisoning by and exposure to other gases and vapours (X47),females,3.0
2021,Accidental poisoning by and exposure to other gases and vapours (X47),males,11.0
2021,Accidental poisoning by and exposure to other gases and vapours (X47),persons,14.0
2021,Accidental poisoning by and exposure to pesticides (X48),males,3.0
2021,Accidental poisoning by and exposure to pesticides (X48),persons,3.0
2021,Accidental suffocation and strangulation in bed (W75),females,3.0
2021,Accidental suffocation and strangulation in bed (W75),males,6.0
2021,Accidental suffocation and strangulation in bed (W75),persons,9.0
2021,Acquired haemolytic anaemia (D59),females,11.0
2021,Acquired haemolytic anaemia (D59),males,2.0
2021,Acquired haemolytic anaemia (D59),persons,13.0
2021,Acquired pure red cell aplasia [erythroblastopenia] (D60),females,1.0
2021,Acquired pure red cell aplasia [erythroblastopenia] (D60),males,1.0
2021,Acquired pure red cell aplasia [erythroblastopenia] (D60),persons,2.0
2021,Acute and subacute endocarditis (I33),females,60.0
2021,Acute and subacute endocarditis (I33),males,116.0
2021,Acute and subacute endocarditis (I33),persons,176.0
2021,Acute appendicitis (K35),females,10.0
2021,Acute appendicitis (K35),males,12.0
2021,Acute appendicitis (K35),persons,22.0
2021,Acute bronchiolitis (J21),females,1.0
2021,Acute bronchiolitis (J21),males,1.0
2021,Acute bronchiolitis (J21),persons,2.0
2021,Acute bronchitis (J20),females,2.0
2021,Acute bronchitis (J20),males,3.0
2021,Acute bronchitis (J20),persons,5.0
2021,Acute hepatitis A (B15),males,1.0
2021,Acute hepatitis A (B15),persons,1.0
2021,Acute hepatitis B (B16),females,2.0
2021,Acute hepatitis B (B16),males,1.0
2021,Acute hepatitis B (B16),persons,3.0
2021,Acute myocardial infarction (I21),females,2896.0
2021,Acute myocardial infarction (I21),males,3655.0
2021,Acute myocardial infarction (I21),persons,6551.0
2021,Acute myocarditis (I40),females,10.0
2021,Acute myocarditis (I40),males,6.0
2021,Acute myocarditis (I40),persons,16.0
2021,Acute nephritic syndrome (N00),females,17.0
2021,Acute nephritic syndrome (N00),males,18.0
2021,Acute nephritic syndrome (N00),persons,35.0
2021,Acute obstructive laryngitis [croup] and epiglottitis (J05),females,1.0
2021,Acute obstructive laryngitis [croup] and epiglottitis (J05),males,3.0
2021,Acute obstructive laryngitis [croup] and epiglottitis (J05),persons,4.0
2021,Acute pancreatitis (K85),females,155.0
2021,Acute pancreatitis (K85),males,140.0
2021,Acute pancreatitis (K85),persons,295.0
2021,Acute pericarditis (I30),males,1.0
2021,Acute pericarditis (I30),persons,1.0
2021,Acute pharyngitis (J02),males,1.0
2021,Acute pharyngitis (J02),persons,1.0
2021,Acute posthaemorrhagic anaemia (D62),females,1.0
2021,Acute posthaemorrhagic anaemia (D62),persons,1.0
2021,Acute renal failure (N17),females,215.0
2021,Acute renal failure (N17),males,187.0
2021,Acute renal failure (N17),persons,402.0
2021,Acute rheumatic fever (I00-I02),females,14.0
2021,Acute rheumatic fever (I00-I02),males,7.0
2021,Acute rheumatic fever (I00-I02),persons,21.0
2021,Acute tonsillitis (J03),females,1.0
2021,Acute tonsillitis (J03),persons,1.0
2021,Acute tubulo-interstitial nephritis (N10),females,9.0
2021,Acute tubulo-interstitial nephritis (N10),males,5.0
2021,Acute tubulo-interstitial nephritis (N10),persons,14.0
2021,Acute upper respiratory infections (J00-J06),females,9.0
2021,Acute upper respiratory infections (J00-J06),males,4.0
2021,Acute upper respiratory infections (J00-J06),persons,13.0
2021,Acute upper respiratory infections of multiple and unspecified sites (J06),females,7.0
2021,Acute upper respiratory infections of multiple and unspecified sites (J06),persons,7.0
2021,Adrenogenital disorders (E25),males,1.0
2021,Adrenogenital disorders (E25),persons,1.0
2021,Adult respiratory distress syndrome (J80),females,5.0
2021,Adult respiratory distress syndrome (J80),males,7.0
2021,Adult respiratory distress syndrome (J80),persons,12.0
2021,Agents primarily affecting blood constituents (Y44),females,1.0
2021,Agents primarily affecting blood constituents (Y44),males,2.0
2021,Agents primarily affecting blood constituents (Y44),persons,3.0
2021,Agents primarily affecting the cardiovascular system (Y52),females,2.0
2021,Agents primarily affecting the cardiovascular system (Y52),persons,2.0
2021,Agranulocytosis (D70),females,8.0
2021,Agranulocytosis (D70),males,11.0
2021,Agranulocytosis (D70),persons,19.0
2021,Air and space transport accidents (V95-V97),females,2.0
2021,Air and space transport accidents (V95-V97),males,22.0
2021,Air and space transport accidents (V95-V97),persons,24.0
2021,Airway disease due to specific organic dust (J66),males,1.0
2021,Airway disease due to specific organic dust (J66),persons,1.0
2021,Alcoholic liver disease (K70),females,295.0
2021,Alcoholic liver disease (K70),males,725.0
2021,Alcoholic liver disease (K70),persons,1020.0
2021,Alzheimer disease (G30),females,3549.0
2021,Alzheimer disease (G30),males,1848.0
2021,Alzheimer disease (G30),persons,5397.0
2021,Amoebiasis (A06),males,1.0
2021,Amoebiasis (A06),persons,1.0
2021,Amyloidosis (E85),females,113.0
2021,Amyloidosis (E85),males,197.0
2021,Amyloidosis (E85),persons,310.0
2021,Anaemia due to enzyme disorders (D55),females,1.0
2021,Anaemia due to enzyme disorders (D55),persons,1.0
2021,Anaesthetics and therapeutic gases (Y48),females,2.0
2021,Anaesthetics and therapeutic gases (Y48),males,1.0
2021,Anaesthetics and therapeutic gases (Y48),persons,3.0
2021,"Analgesics, antipyretics and anti-inflammatory drugs (Y45)",females,3.0
2021,"Analgesics, antipyretics and anti-inflammatory drugs (Y45)",males,1.0
2021,"Analgesics, antipyretics and anti-inflammatory drugs (Y45)",persons,4.0
2021,Anencephaly and similar malformations (Q00),females,7.0
2021,Anencephaly and similar malformations (Q00),males,6.0
2021,Anencephaly and similar malformations (Q00),persons,13.0
2021,Angina pectoris (I20),females,16.0
2021,Angina pectoris (I20),males,7.0
2021,Angina pectoris (I20),persons,23.0
2021,Animal-rider or occupant of animal-drawn vehicle injured in transport accident (V80),females,1.0
2021,Animal-rider or occupant of animal-drawn vehicle injured in transport accident (V80),males,5.0
2021,Animal-rider or occupant of animal-drawn vehicle injured in transport accident (V80),persons,6.0
2021,Ankylosing spondylitis (M45),females,1.0
2021,Ankylosing spondylitis (M45),males,5.0
2021,Ankylosing spondylitis (M45),persons,6.0
2021,Aortic aneurysm and dissection (I71),females,460.0
2021,Aortic aneurysm and dissection (I71),males,672.0
2021,Aortic aneurysm and dissection (I71),persons,1132.0
2021,Aplastic and other anaemias (D60-D64),females,114.0
2021,Aplastic and other anaemias (D60-D64),males,80.0
2021,Aplastic and other anaemias (D60-D64),persons,194.0
2021,Arterial embolism and thrombosis (I74),females,23.0
2021,Arterial embolism and thrombosis (I74),males,19.0
2021,Arterial embolism and thrombosis (I74),persons,42.0
2021,Arthropathies (M00-M25),females,379.0
2021,Arthropathies (M00-M25),males,191.0
2021,Arthropathies (M00-M25),persons,570.0
2021,Arthrosis (M15-M19),females,86.0
2021,Arthrosis (M15-M19),males,20.0
2021,Arthrosis (M15-M19),persons,106.0
2021,Aspergillosis (B44),females,5.0
2021,Aspergillosis (B44),males,10.0
2021,Aspergillosis (B44),persons,15.0
2021,Assault (X85-Y09),females,53.0
2021,Assault (X85-Y09),males,148.0
2021,Assault (X85-Y09),persons,201.0
2021,Assault by blunt object (Y00),females,3.0
2021,Assault by blunt object (Y00),males,13.0
2021,Assault by blunt object (Y00),persons,16.0
2021,Assault by bodily force (Y04),females,15.0
2021,Assault by bodily force (Y04),males,29.0
2021,Assault by bodily force (Y04),persons,44.0
2021,Assault by crashing of motor vehicle (Y03),females,1.0
2021,Assault by crashing of motor vehicle (Y03),males,5.0
2021,Assault by crashing of motor vehicle (Y03),persons,6.0
2021,Assault by drowning and submersion (X92),females,2.0
2021,Assault by drowning and submersion (X92),males,1.0
2021,Assault by drowning and submersion (X92),persons,3.0
2021,Assault by handgun discharge (X93),males,3.0
2021,Assault by handgun discharge (X93),persons,3.0
2021,"Assault by hanging, strangulation and suffocation (X91)",females,6.0
2021,"Assault by hanging, strangulation and suffocation (X91)",males,4.0
2021,"Assault by hanging, strangulation and suffocation (X91)",persons,10.0
2021,Assault by other and unspecified firearm discharge (X95),males,11.0
2021,Assault by other and unspecified firearm discharge (X95),persons,11.0
2021,Assault by pushing from high place (Y01),females,1.0
2021,Assault by pushing from high place (Y01),persons,1.0
2021,Assault by pushing or placing victim before moving object (Y02),females,1.0
2021,Assault by pushing or placing victim before moving object (Y02),persons,1.0
2021,"Assault by rifle, shotgun and larger firearm discharge (X94)",females,2.0
2021,"Assault by rifle, shotgun and larger firearm discharge (X94)",males,11.0
2021,"Assault by rifle, shotgun and larger firearm discharge (X94)",persons,13.0
2021,Assault by sharp object (X99),females,17.0
2021,Assault by sharp object (X99),males,62.0
2021,Assault by sharp object (X99),persons,79.0
2021,"Assault by smoke, fire and flames (X97)",females,3.0
2021,"Assault by smoke, fire and flames (X97)",males,2.0
2021,"Assault by smoke, fire and flames (X97)",persons,5.0
2021,Assault by unspecified means (Y09),females,2.0
2021,Assault by unspecified means (Y09),males,5.0
2021,Assault by unspecified means (Y09),persons,7.0
2021,Asthma (J45),females,245.0
2021,Asthma (J45),males,114.0
2021,Asthma (J45),persons,359.0
2021,Atherosclerosis (I70),females,28.0
2021,Atherosclerosis (I70),males,31.0
2021,Atherosclerosis (I70),persons,59.0
2021,Atrial fibrillation and flutter (I48),females,1464.0
2021,Atrial fibrillation and flutter (I48),males,968.0
2021,Atrial fibrillation and flutter (I48),persons,2432.0
2021,Atrioventricular and left bundle-branch block (I44),females,35.0
2021,Atrioventricular and left bundle-branch block (I44),males,37.0
2021,Atrioventricular and left bundle-branch block (I44),persons,72.0
2021,Atrophic disorders of skin (L90),females,2.0
2021,Atrophic disorders of skin (L90),persons,2.0
2021,Bacterial infection of unspecified site (A49),females,86.0
2021,Bacterial infection of unspecified site (A49),males,128.0
2021,Bacterial infection of unspecified site (A49),persons,214.0
2021,"Bacterial meningitis, not elsewhere classified (G00)",females,7.0
2021,"Bacterial meningitis, not elsewhere classified (G00)",males,11.0
2021,"Bacterial meningitis, not elsewhere classified (G00)",persons,18.0
2021,"Bacterial pneumonia, not elsewhere classified (J15)",females,18.0
2021,"Bacterial pneumonia, not elsewhere classified (J15)",males,21.0
2021,"Bacterial pneumonia, not elsewhere classified (J15)",persons,39.0
2021,Bacterial sepsis of newborn (P36),females,5.0
2021,Bacterial sepsis of newborn (P36),males,10.0
2021,Bacterial sepsis of newborn (P36),persons,15.0
2021,"Balanced rearrangements and structural markers, not elsewhere classified (Q95)",females,1.0
2021,"Balanced rearrangements and structural markers, not elsewhere classified (Q95)",persons,1.0
2021,Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),females,15.0
2021,Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),males,4.0
2021,Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),persons,19.0
2021,Benign lipomatous neoplasm (D17),females,1.0
2021,Benign lipomatous neoplasm (D17),males,3.0
2021,Benign lipomatous neoplasm (D17),persons,4.0
2021,Benign neoplasm of brain and other parts of central nervous system (D33),females,3.0
2021,Benign neoplasm of brain and other parts of central nervous system (D33),males,6.0
2021,Benign neoplasm of brain and other parts of central nervous system (D33),persons,9.0
2021,"Benign neoplasm of colon, rectum, anus and anal canal (D12)",females,1.0
2021,"Benign neoplasm of colon, rectum, anus and anal canal (D12)",males,1.0
2021,"Benign neoplasm of colon, rectum, anus and anal canal (D12)",persons,2.0
2021,Benign neoplasm of meninges (D32),females,62.0
2021,Benign neoplasm of meninges (D32),males,40.0
2021,Benign neoplasm of meninges (D32),persons,102.0
2021,Benign neoplasm of mouth and pharynx (D10),females,1.0
2021,Benign neoplasm of mouth and pharynx (D10),persons,1.0
2021,Benign neoplasm of other and ill-defined parts of digestive system (D13),females,1.0
2021,Benign neoplasm of other and ill-defined parts of digestive system (D13),males,1.0
2021,Benign neoplasm of other and ill-defined parts of digestive system (D13),persons,2.0
2021,Benign neoplasm of other and unspecified endocrine glands (D35),females,11.0
2021,Benign neoplasm of other and unspecified endocrine glands (D35),males,10.0
2021,Benign neoplasm of other and unspecified endocrine glands (D35),persons,21.0
2021,Benign neoplasm of other and unspecified intrathoracic organs (D15),females,4.0
2021,Benign neoplasm of other and unspecified intrathoracic organs (D15),males,2.0
2021,Benign neoplasm of other and unspecified intrathoracic organs (D15),persons,6.0
2021,Benign neoplasm of other and unspecified sites (D36),females,3.0
2021,Benign neoplasm of other and unspecified sites (D36),males,1.0
2021,Benign neoplasm of other and unspecified sites (D36),persons,4.0
2021,Benign neoplasm of ovary (D27),females,1.0
2021,Benign neoplasm of ovary (D27),persons,1.0
2021,Benign neoplasms (D10-D36),females,95.0
2021,Benign neoplasms (D10-D36),males,71.0
2021,Benign neoplasms (D10-D36),persons,166.0
2021,Bipolar affective disorder (F31),females,10.0
2021,Bipolar affective disorder (F31),males,6.0
2021,Bipolar affective disorder (F31),persons,16.0
2021,Birth asphyxia (P21),females,2.0
2021,Birth asphyxia (P21),males,6.0
2021,Birth asphyxia (P21),persons,8.0
2021,Birth trauma (P10-P15),females,1.0
2021,Birth trauma (P10-P15),males,1.0
2021,Birth trauma (P10-P15),persons,2.0
2021,Bitten or struck by crocodile or alligator (W58),males,2.0
2021,Bitten or struck by crocodile or alligator (W58),persons,2.0
2021,Bitten or struck by dog (W54),females,2.0
2021,Bitten or struck by dog (W54),males,3.0
2021,Bitten or struck by dog (W54),persons,5.0
2021,Bitten or struck by other mammals (W55),females,1.0
2021,Bitten or struck by other mammals (W55),males,6.0
2021,Bitten or struck by other mammals (W55),persons,7.0
2021,Bronchiectasis (J47),females,301.0
2021,Bronchiectasis (J47),males,139.0
2021,Bronchiectasis (J47),persons,440.0
2021,"Bronchitis, not specified as acute or chronic (J40)",females,6.0
2021,"Bronchitis, not specified as acute or chronic (J40)",males,5.0
2021,"Bronchitis, not specified as acute or chronic (J40)",persons,11.0
2021,Bullous disorders (L10-L14),females,13.0
2021,Bullous disorders (L10-L14),males,9.0
2021,Bullous disorders (L10-L14),persons,22.0
2021,Bus occupant injured in noncollision transport accident (V78),females,2.0
2021,Bus occupant injured in noncollision transport accident (V78),persons,2.0
2021,Bus occupant injured in transport accident (V70-V79),females,2.0
2021,Bus occupant injured in transport accident (V70-V79),persons,2.0
2021,COVID-19 (U07.1-U07.2),females,552.0
2021,COVID-19 (U07.1-U07.2),males,807.0
2021,COVID-19 (U07.1-U07.2),persons,1359.0
2021,COVID-19 vaccines causing adverse effects in therapeutic use (U12),females,9.0
2021,COVID-19 vaccines causing adverse effects in therapeutic use (U12),males,7.0
2021,COVID-19 vaccines causing adverse effects in therapeutic use (U12),persons,16.0
2021,Calculus of kidney and ureter (N20),females,36.0
2021,Calculus of kidney and ureter (N20),males,31.0
2021,Calculus of kidney and ureter (N20),persons,67.0
2021,Calculus of lower urinary tract (N21),males,2.0
2021,Calculus of lower urinary tract (N21),persons,2.0
2021,Candidiasis (B37),females,7.0
2021,Candidiasis (B37),males,4.0
2021,Candidiasis (B37),persons,11.0
2021,"Car occupant injured in collision with car, pick-up truck or van (V43)",females,67.0
2021,"Car occupant injured in collision with car, pick-up truck or van (V43)",males,96.0
2021,"Car occupant injured in collision with car, pick-up truck or van (V43)",persons,163.0
2021,Car occupant injured in collision with fixed or stationary object (V47),females,68.0
2021,Car occupant injured in collision with fixed or stationary object (V47),males,225.0
2021,Car occupant injured in collision with fixed or stationary object (V47),persons,293.0
2021,Car occupant injured in collision with heavy transport vehicle or bus (V44),females,34.0
2021,Car occupant injured in collision with heavy transport vehicle or bus (V44),males,59.0
2021,Car occupant injured in collision with heavy transport vehicle or bus (V44),persons,93.0
2021,Car occupant injured in collision with other nonmotor vehicle (V46),males,1.0
2021,Car occupant injured in collision with other nonmotor vehicle (V46),persons,1.0
2021,Car occupant injured in collision with pedestrian or animal (V40),males,3.0
2021,Car occupant injured in collision with pedestrian or animal (V40),persons,3.0
2021,Car occupant injured in collision with railway train or railway vehicle (V45),females,2.0
2021,Car occupant injured in collision with railway train or railway vehicle (V45),males,2.0
2021,Car occupant injured in collision with railway train or railway vehicle (V45),persons,4.0
2021,Car occupant injured in noncollision transport accident (V48),females,37.0
2021,Car occupant injured in noncollision transport accident (V48),males,79.0
2021,Car occupant injured in noncollision transport accident (V48),persons,116.0
2021,Car occupant injured in transport accident (V40-V49),females,208.0
2021,Car occupant injured in transport accident (V40-V49),males,465.0
2021,Car occupant injured in transport accident (V40-V49),persons,673.0
2021,Cardiac arrest (I46),females,3.0
2021,Cardiac arrest (I46),males,3.0
2021,Cardiac arrest (I46),persons,6.0
2021,Cardiomyopathy (I42),females,394.0
2021,Cardiomyopathy (I42),males,696.0
2021,Cardiomyopathy (I42),persons,1090.0
2021,Cardiovascular disorders originating in the perinatal period (P29),females,3.0
2021,Cardiovascular disorders originating in the perinatal period (P29),persons,3.0
2021,"Caught, crushed, jammed or pinched in or between objects (W23)",females,2.0
2021,"Caught, crushed, jammed or pinched in or between objects (W23)",males,9.0
2021,"Caught, crushed, jammed or pinched in or between objects (W23)",persons,11.0
2021,Cellulitis (L03),females,180.0
2021,Cellulitis (L03),males,165.0
2021,Cellulitis (L03),persons,345.0
2021,Cerebral infarction (I63),females,827.0
2021,Cerebral infarction (I63),males,681.0
2021,Cerebral infarction (I63),persons,1508.0
2021,Cerebral palsy (G80),females,59.0
2021,Cerebral palsy (G80),males,70.0
2021,Cerebral palsy (G80),persons,129.0
2021,Cerebral palsy and other paralytic syndromes (G80-G83),females,76.0
2021,Cerebral palsy and other paralytic syndromes (G80-G83),males,117.0
2021,Cerebral palsy and other paralytic syndromes (G80-G83),persons,193.0
2021,Cerebrovascular diseases (I60-I69),females,5633.0
2021,Cerebrovascular diseases (I60-I69),males,4213.0
2021,Cerebrovascular diseases (I60-I69),persons,9846.0
2021,Certain disorders involving the immune mechanism (D80-D89),females,46.0
2021,Certain disorders involving the immune mechanism (D80-D89),males,53.0
2021,Certain disorders involving the immune mechanism (D80-D89),persons,99.0
2021,Certain zoonotic bacterial diseases  (A20-A28),females,4.0
2021,Certain zoonotic bacterial diseases  (A20-A28),males,5.0
2021,Certain zoonotic bacterial diseases  (A20-A28),persons,9.0
2021,Cervical disc disorders (M50),females,1.0
2021,Cervical disc disorders (M50),persons,1.0
2021,Chlamydia psittaci infection (A70),males,1.0
2021,Chlamydia psittaci infection (A70),persons,1.0
2021,Cholecystitis (K81),females,128.0
2021,Cholecystitis (K81),males,163.0
2021,Cholecystitis (K81),persons,291.0
2021,Cholelithiasis (K80),females,71.0
2021,Cholelithiasis (K80),males,55.0
2021,Cholelithiasis (K80),persons,126.0
2021,Chronic ischaemic heart disease (I25),females,3929.0
2021,Chronic ischaemic heart disease (I25),males,6665.0
2021,Chronic ischaemic heart disease (I25),persons,10594.0
2021,Chronic kidney disease (N18),females,861.0
2021,Chronic kidney disease (N18),males,900.0
2021,Chronic kidney disease (N18),persons,1761.0
2021,Chronic lower respiratory diseases (J40-J47),females,3869.0
2021,Chronic lower respiratory diseases (J40-J47),males,3984.0
2021,Chronic lower respiratory diseases (J40-J47),persons,7853.0
2021,Chronic nephritic syndrome (N03),females,7.0
2021,Chronic nephritic syndrome (N03),males,4.0
2021,Chronic nephritic syndrome (N03),persons,11.0
2021,Chronic respiratory disease originating in the perinatal period (P27),females,4.0
2021,Chronic respiratory disease originating in the perinatal period (P27),males,8.0
2021,Chronic respiratory disease originating in the perinatal period (P27),persons,12.0
2021,Chronic rheumatic heart diseases (I05-I09),females,199.0
2021,Chronic rheumatic heart diseases (I05-I09),males,121.0
2021,Chronic rheumatic heart diseases (I05-I09),persons,320.0
2021,Chronic sinusitis (J32),females,1.0
2021,Chronic sinusitis (J32),males,4.0
2021,Chronic sinusitis (J32),persons,5.0
2021,Chronic tubulo-interstitial nephritis (N11),females,2.0
2021,Chronic tubulo-interstitial nephritis (N11),males,1.0
2021,Chronic tubulo-interstitial nephritis (N11),persons,3.0
2021,Chronic viral hepatitis (B18),females,34.0
2021,Chronic viral hepatitis (B18),males,83.0
2021,Chronic viral hepatitis (B18),persons,117.0
2021,Cleft lip (Q36),females,1.0
2021,Cleft lip (Q36),persons,1.0
2021,Cleft lip and cleft palate (Q35-Q37),females,1.0
2021,Cleft lip and cleft palate (Q35-Q37),males,3.0
2021,Cleft lip and cleft palate (Q35-Q37),persons,4.0
2021,Cleft palate (Q35),males,1.0
2021,Cleft palate (Q35),persons,1.0
2021,Cleft palate with cleft lip (Q37),males,2.0
2021,Cleft palate with cleft lip (Q37),persons,2.0
2021,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",females,38.0
2021,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",males,50.0
2021,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",persons,88.0
2021,Common variable immunodeficiency (D83),females,2.0
2021,Common variable immunodeficiency (D83),males,4.0
2021,Common variable immunodeficiency (D83),persons,6.0
2021,Complications and ill-defined descriptions of heart disease (I51),females,250.0
2021,Complications and ill-defined descriptions of heart disease (I51),males,260.0
2021,Complications and ill-defined descriptions of heart disease (I51),persons,510.0
2021,Complications of medical and surgical care (Y40-Y84),females,29.0
2021,Complications of medical and surgical care (Y40-Y84),males,32.0
2021,Complications of medical and surgical care (Y40-Y84),persons,61.0
2021,Complications predominantly related to the puerperium (O85-O92),females,3.0
2021,Complications predominantly related to the puerperium (O85-O92),persons,3.0
2021,Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),females,1.0
2021,Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),males,2.0
2021,Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),persons,3.0
2021,"Congenital absence, atresia and stenosis of small intestine (Q41)",males,1.0
2021,"Congenital absence, atresia and stenosis of small intestine (Q41)",persons,1.0
2021,Congenital hydrocephalus (Q03),females,4.0
2021,Congenital hydrocephalus (Q03),males,4.0
2021,Congenital hydrocephalus (Q03),persons,8.0
2021,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),females,18.0
2021,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),males,26.0
2021,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),persons,44.0
2021,Congenital malformations of aortic and mitral valves (Q23),females,14.0
2021,Congenital malformations of aortic and mitral valves (Q23),males,24.0
2021,Congenital malformations of aortic and mitral valves (Q23),persons,38.0
2021,Congenital malformations of cardiac chambers and connections (Q20),females,7.0
2021,Congenital malformations of cardiac chambers and connections (Q20),males,13.0
2021,Congenital malformations of cardiac chambers and connections (Q20),persons,20.0
2021,Congenital malformations of cardiac septa (Q21),females,25.0
2021,Congenital malformations of cardiac septa (Q21),males,11.0
2021,Congenital malformations of cardiac septa (Q21),persons,36.0
2021,Congenital malformations of great arteries (Q25),females,10.0
2021,Congenital malformations of great arteries (Q25),males,12.0
2021,Congenital malformations of great arteries (Q25),persons,22.0
2021,Congenital malformations of great veins (Q26),females,4.0
2021,Congenital malformations of great veins (Q26),males,2.0
2021,Congenital malformations of great veins (Q26),persons,6.0
2021,Congenital malformations of lung (Q33),females,2.0
2021,Congenital malformations of lung (Q33),males,1.0
2021,Congenital malformations of lung (Q33),persons,3.0
2021,Congenital malformations of oesophagus (Q39),females,3.0
2021,Congenital malformations of oesophagus (Q39),males,4.0
2021,Congenital malformations of oesophagus (Q39),persons,7.0
2021,Congenital malformations of pulmonary and tricuspid valves (Q22),females,1.0
2021,Congenital malformations of pulmonary and tricuspid valves (Q22),males,2.0
2021,Congenital malformations of pulmonary and tricuspid valves (Q22),persons,3.0
2021,Congenital malformations of spine and bony thorax (Q76),females,2.0
2021,Congenital malformations of spine and bony thorax (Q76),males,3.0
2021,Congenital malformations of spine and bony thorax (Q76),persons,5.0
2021,Congenital malformations of the circulatory system (Q20-Q28),females,97.0
2021,Congenital malformations of the circulatory system (Q20-Q28),males,108.0
2021,Congenital malformations of the circulatory system (Q20-Q28),persons,205.0
2021,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",females,10.0
2021,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",males,14.0
2021,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",persons,24.0
2021,Congenital malformations of the nervous system (Q00-Q07),females,43.0
2021,Congenital malformations of the nervous system (Q00-Q07),males,39.0
2021,Congenital malformations of the nervous system (Q00-Q07),persons,82.0
2021,Congenital malformations of the respiratory system (Q30-Q34),females,4.0
2021,Congenital malformations of the respiratory system (Q30-Q34),males,1.0
2021,Congenital malformations of the respiratory system (Q30-Q34),persons,5.0
2021,Congenital malformations of the urinary system (Q60-Q64),females,36.0
2021,Congenital malformations of the urinary system (Q60-Q64),males,49.0
2021,Congenital malformations of the urinary system (Q60-Q64),persons,85.0
2021,Congenital malformations of trachea and bronchus (Q32),females,1.0
2021,Congenital malformations of trachea and bronchus (Q32),persons,1.0
2021,Congenital obstructive defects of renal pelvis and congenital malformations of ureter (Q62),males,4.0
2021,Congenital obstructive defects of renal pelvis and congenital malformations of ureter (Q62),persons,4.0
2021,Congenital pneumonia (P23),females,1.0
2021,Congenital pneumonia (P23),males,1.0
2021,Congenital pneumonia (P23),persons,2.0
2021,Congenital viral diseases (P35),males,2.0
2021,Congenital viral diseases (P35),persons,2.0
2021,Conjunctivitis (H10),females,1.0
2021,Conjunctivitis (H10),persons,1.0
2021,Contact with agricultural machinery (W30),males,7.0
2021,Contact with agricultural machinery (W30),persons,7.0
2021,"Contact with blunt object, undetermined intent (Y29)",females,1.0
2021,"Contact with blunt object, undetermined intent (Y29)",persons,1.0
2021,Contact with heat and hot substances (X10-X19),females,4.0
2021,Contact with heat and hot substances (X10-X19),males,7.0
2021,Contact with heat and hot substances (X10-X19),persons,11.0
2021,"Contact with hornets, wasps and bees (X23)",females,2.0
2021,"Contact with hornets, wasps and bees (X23)",persons,2.0
2021,"Contact with hot heating appliances, radiators and pipes (X16)",males,6.0
2021,"Contact with hot heating appliances, radiators and pipes (X16)",persons,6.0
2021,Contact with hot household appliances (X15),females,1.0
2021,Contact with hot household appliances (X15),persons,1.0
2021,Contact with hot tap-water (X11),females,2.0
2021,Contact with hot tap-water (X11),persons,2.0
2021,"Contact with knife, sword or dagger (W26)",males,4.0
2021,"Contact with knife, sword or dagger (W26)",persons,4.0
2021,"Contact with lifting and transmission devices, not elsewhere classified (W24)",females,3.0
2021,"Contact with lifting and transmission devices, not elsewhere classified (W24)",males,2.0
2021,"Contact with lifting and transmission devices, not elsewhere classified (W24)",persons,5.0
2021,Contact with marine animal (W56),males,4.0
2021,Contact with marine animal (W56),persons,4.0
2021,Contact with other and unspecified heat and hot substances (X19),males,1.0
2021,Contact with other and unspecified heat and hot substances (X19),persons,1.0
2021,Contact with other and unspecified machinery (W31),females,2.0
2021,Contact with other and unspecified machinery (W31),males,8.0
2021,Contact with other and unspecified machinery (W31),persons,10.0
2021,Contact with other powered hand tools and household machinery (W29),males,3.0
2021,Contact with other powered hand tools and household machinery (W29),persons,3.0
2021,Contact with powered lawnmower (W28),males,1.0
2021,Contact with powered lawnmower (W28),persons,1.0
2021,Contact with sharp glass (W25),females,1.0
