year,cause,sex,deaths
2015,Vitamin B12 deficiency anaemia (D51),males,1.0
2015,Vitamin B12 deficiency anaemia (D51),persons,1.0
2015,Volume depletion (E86),females,73.0
2015,Volume depletion (E86),males,33.0
2015,Volume depletion (E86),persons,106.0
2015,Water transport accidents (V90-V94),females,3.0
2015,Water transport accidents (V90-V94),males,39.0
2015,Water transport accidents (V90-V94),persons,42.0
2015,Water-transport-related drowning and submersion without accident to watercraft (V92),males,13.0
2015,Water-transport-related drowning and submersion without accident to watercraft (V92),persons,13.0
2015,Whooping cough (A37),females,1.0
2015,Whooping cough (A37),males,2.0
2015,Whooping cough (A37),persons,3.0
2015,Zoster [herpes zoster] (B02),females,17.0
2015,Zoster [herpes zoster] (B02),males,11.0
2015,Zoster [herpes zoster] (B02),persons,28.0
2015,Zygomycosis (B46),females,2.0
2015,Zygomycosis (B46),persons,2.0
2016,Abscess of anal and rectal regions (K61),females,2.0
2016,Abscess of anal and rectal regions (K61),males,4.0
2016,Abscess of anal and rectal regions (K61),persons,6.0
2016,Abscess of lung and mediastinum (J85),females,5.0
2016,Abscess of lung and mediastinum (J85),males,8.0
2016,Abscess of lung and mediastinum (J85),persons,13.0
2016,Abuse of non-dependence-producing substances (F55),males,1.0
2016,Abuse of non-dependence-producing substances (F55),persons,1.0
2016,Accident to powered aircraft causing injury to occupant (V95),females,1.0
2016,Accident to powered aircraft causing injury to occupant (V95),males,17.0
2016,Accident to powered aircraft causing injury to occupant (V95),persons,18.0
2016,Accident to watercraft causing drowning and submersion (V90),females,3.0
2016,Accident to watercraft causing drowning and submersion (V90),males,23.0
2016,Accident to watercraft causing drowning and submersion (V90),persons,26.0
2016,Accident to watercraft causing other injury (V91),females,2.0
2016,Accident to watercraft causing other injury (V91),males,7.0
2016,Accident to watercraft causing other injury (V91),persons,9.0
2016,Accidental drowning and submersion (W65-W74),females,51.0
2016,Accidental drowning and submersion (W65-W74),males,166.0
2016,Accidental drowning and submersion (W65-W74),persons,217.0
2016,Accidental exposure to other and unspecified factors (X58-X59),females,522.0
2016,Accidental exposure to other and unspecified factors (X58-X59),males,370.0
2016,Accidental exposure to other and unspecified factors (X58-X59),persons,892.0
2016,Accidental poisoning by and exposure to alcohol (X45),females,31.0
2016,Accidental poisoning by and exposure to alcohol (X45),males,72.0
2016,Accidental poisoning by and exposure to alcohol (X45),persons,103.0
2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X41)",females,66.0
2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X41)",males,151.0
2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X41)",persons,217.0
2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X42)",females,90.0
2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X42)",males,292.0
2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X42)",persons,382.0
2016,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40)",females,12.0
2016,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40)",males,6.0
2016,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40)",persons,18.0
2016,Accidental poisoning by and exposure to noxious substances (X40-X49),females,467.0
2016,Accidental poisoning by and exposure to noxious substances (X40-X49),males,1032.0
2016,Accidental poisoning by and exposure to noxious substances (X40-X49),persons,1499.0
2016,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X46),males,2.0
2016,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X46),persons,2.0
2016,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),females,1.0
2016,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),males,3.0
2016,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),persons,4.0
2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",females,267.0
2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",males,499.0
2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",persons,766.0
2016,Accidental poisoning by and exposure to other gases and vapours (X47),males,6.0
2016,Accidental poisoning by and exposure to other gases and vapours (X47),persons,6.0
2016,Accidental poisoning by and exposure to pesticides (X48),males,1.0
2016,Accidental poisoning by and exposure to pesticides (X48),persons,1.0
2016,Accidental suffocation and strangulation in bed (W75),females,10.0
2016,Accidental suffocation and strangulation in bed (W75),males,9.0
2016,Accidental suffocation and strangulation in bed (W75),persons,19.0
2016,Acquired haemolytic anaemia (D59),females,8.0
2016,Acquired haemolytic anaemia (D59),males,4.0
2016,Acquired haemolytic anaemia (D59),persons,12.0
2016,Acquired pure red cell aplasia [erythroblastopenia] (D60),males,1.0
2016,Acquired pure red cell aplasia [erythroblastopenia] (D60),persons,1.0
2016,Acute and subacute endocarditis (I33),females,32.0
2016,Acute and subacute endocarditis (I33),males,77.0
2016,Acute and subacute endocarditis (I33),persons,109.0
2016,Acute appendicitis (K35),females,11.0
2016,Acute appendicitis (K35),males,11.0
2016,Acute appendicitis (K35),persons,22.0
2016,Acute bronchitis (J20),females,9.0
2016,Acute bronchitis (J20),males,7.0
2016,Acute bronchitis (J20),persons,16.0
2016,Acute hepatitis B (B16),females,7.0
2016,Acute hepatitis B (B16),males,17.0
2016,Acute hepatitis B (B16),persons,24.0
2016,Acute laryngitis and tracheitis (J04),males,2.0
2016,Acute laryngitis and tracheitis (J04),persons,2.0
2016,Acute myocardial infarction (I21),females,3753.0
2016,Acute myocardial infarction (I21),males,4256.0
2016,Acute myocardial infarction (I21),persons,8009.0
2016,Acute myocarditis (I40),females,6.0
2016,Acute myocarditis (I40),males,7.0
2016,Acute myocarditis (I40),persons,13.0
2016,Acute nephritic syndrome (N00),females,12.0
2016,Acute nephritic syndrome (N00),males,10.0
2016,Acute nephritic syndrome (N00),persons,22.0
2016,Acute obstructive laryngitis [croup] and epiglottitis (J05),males,4.0
2016,Acute obstructive laryngitis [croup] and epiglottitis (J05),persons,4.0
2016,Acute pancreatitis (K85),females,105.0
2016,Acute pancreatitis (K85),males,95.0
2016,Acute pancreatitis (K85),persons,200.0
2016,Acute pericarditis (I30),females,2.0
2016,Acute pericarditis (I30),males,3.0
2016,Acute pericarditis (I30),persons,5.0
2016,Acute renal failure (N17),females,166.0
2016,Acute renal failure (N17),males,129.0
2016,Acute renal failure (N17),persons,295.0
2016,Acute rheumatic fever (I00-I02),females,6.0
2016,Acute rheumatic fever (I00-I02),males,2.0
2016,Acute rheumatic fever (I00-I02),persons,8.0
2016,Acute sinusitis (J01),females,1.0
2016,Acute sinusitis (J01),persons,1.0
2016,Acute tubulo-interstitial nephritis (N10),females,6.0
2016,Acute tubulo-interstitial nephritis (N10),males,6.0
2016,Acute tubulo-interstitial nephritis (N10),persons,12.0
2016,Acute upper respiratory infections (J00-J06),females,7.0
2016,Acute upper respiratory infections (J00-J06),males,6.0
2016,Acute upper respiratory infections (J00-J06),persons,13.0
2016,Acute upper respiratory infections of multiple and unspecified sites (J06),females,6.0
2016,Acute upper respiratory infections of multiple and unspecified sites (J06),persons,6.0
2016,Adrenogenital disorders (E25),females,1.0
2016,Adrenogenital disorders (E25),persons,1.0
2016,Adult respiratory distress syndrome (J80),females,7.0
2016,Adult respiratory distress syndrome (J80),males,10.0
2016,Adult respiratory distress syndrome (J80),persons,17.0
2016,Agents primarily affecting blood constituents (Y44),females,4.0
2016,Agents primarily affecting blood constituents (Y44),males,5.0
2016,Agents primarily affecting blood constituents (Y44),persons,9.0
2016,Agents primarily affecting the cardiovascular system (Y52),females,1.0
2016,Agents primarily affecting the cardiovascular system (Y52),persons,1.0
2016,Agents primarily affecting water-balance and mineral and uric acid metabolism (Y54),females,1.0
2016,Agents primarily affecting water-balance and mineral and uric acid metabolism (Y54),persons,1.0
2016,Agranulocytosis (D70),females,9.0
2016,Agranulocytosis (D70),males,12.0
2016,Agranulocytosis (D70),persons,21.0
2016,Air and space transport accidents (V95-V97),females,1.0
2016,Air and space transport accidents (V95-V97),males,20.0
2016,Air and space transport accidents (V95-V97),persons,21.0
2016,Airway disease due to specific organic dust (J66),males,1.0
2016,Airway disease due to specific organic dust (J66),persons,1.0
2016,Alcoholic liver disease (K70),females,236.0
2016,Alcoholic liver disease (K70),males,601.0
2016,Alcoholic liver disease (K70),persons,837.0
2016,Alzheimer disease (G30),females,2698.0
2016,Alzheimer disease (G30),males,1390.0
2016,Alzheimer disease (G30),persons,4088.0
2016,Amyloidosis (E85),females,62.0
2016,Amyloidosis (E85),males,106.0
2016,Amyloidosis (E85),persons,168.0
2016,Anaesthetics and therapeutic gases (Y48),females,1.0
2016,Anaesthetics and therapeutic gases (Y48),persons,1.0
2016,"Analgesics, antipyretics and anti-inflammatory drugs (Y45)",females,2.0
2016,"Analgesics, antipyretics and anti-inflammatory drugs (Y45)",males,1.0
2016,"Analgesics, antipyretics and anti-inflammatory drugs (Y45)",persons,3.0
2016,Anencephaly and similar malformations (Q00),females,3.0
2016,Anencephaly and similar malformations (Q00),males,1.0
2016,Anencephaly and similar malformations (Q00),persons,4.0
2016,Angina pectoris (I20),females,12.0
2016,Angina pectoris (I20),males,13.0
2016,Angina pectoris (I20),persons,25.0
2016,Animal-rider or occupant of animal-drawn vehicle injured in transport accident (V80),females,4.0
2016,Animal-rider or occupant of animal-drawn vehicle injured in transport accident (V80),males,4.0
2016,Animal-rider or occupant of animal-drawn vehicle injured in transport accident (V80),persons,8.0
2016,Ankylosing spondylitis (M45),females,2.0
2016,Ankylosing spondylitis (M45),males,3.0
2016,Ankylosing spondylitis (M45),persons,5.0
2016,Aortic aneurysm and dissection (I71),females,431.0
2016,Aortic aneurysm and dissection (I71),males,596.0
2016,Aortic aneurysm and dissection (I71),persons,1027.0
2016,Aplastic and other anaemias (D60-D64),females,88.0
2016,Aplastic and other anaemias (D60-D64),males,75.0
2016,Aplastic and other anaemias (D60-D64),persons,163.0
2016,Arterial embolism and thrombosis (I74),females,21.0
2016,Arterial embolism and thrombosis (I74),males,15.0
2016,Arterial embolism and thrombosis (I74),persons,36.0
2016,Arthropathies (M00-M25),females,353.0
2016,Arthropathies (M00-M25),males,215.0
2016,Arthropathies (M00-M25),persons,568.0
2016,Arthropod-borne viral fevers and viral haemorrhagic fevers (A90-A99),females,1.0
2016,Arthropod-borne viral fevers and viral haemorrhagic fevers (A90-A99),persons,1.0
2016,Arthrosis (M15-M19),females,100.0
2016,Arthrosis (M15-M19),males,30.0
2016,Arthrosis (M15-M19),persons,130.0
2016,Aspergillosis (B44),females,3.0
2016,Aspergillosis (B44),males,8.0
2016,Aspergillosis (B44),persons,11.0
2016,Assault (X85-Y09),females,84.0
2016,Assault (X85-Y09),males,174.0
2016,Assault (X85-Y09),persons,258.0
2016,Assault by blunt object (Y00),females,6.0
2016,Assault by blunt object (Y00),males,10.0
2016,Assault by blunt object (Y00),persons,16.0
2016,Assault by bodily force (Y04),females,15.0
2016,Assault by bodily force (Y04),males,40.0
2016,Assault by bodily force (Y04),persons,55.0
2016,Assault by crashing of motor vehicle (Y03),females,1.0
2016,Assault by crashing of motor vehicle (Y03),males,3.0
2016,Assault by crashing of motor vehicle (Y03),persons,4.0
2016,Assault by drowning and submersion (X92),females,1.0
2016,Assault by drowning and submersion (X92),persons,1.0
2016,"Assault by drugs, medicaments and biological substances (X85)",females,1.0
2016,"Assault by drugs, medicaments and biological substances (X85)",persons,1.0
2016,Assault by gases and vapours (X88),females,2.0
2016,Assault by gases and vapours (X88),males,1.0
2016,Assault by gases and vapours (X88),persons,3.0
2016,Assault by handgun discharge (X93),females,3.0
2016,Assault by handgun discharge (X93),males,8.0
2016,Assault by handgun discharge (X93),persons,11.0
2016,"Assault by hanging, strangulation and suffocation (X91)",females,10.0
2016,"Assault by hanging, strangulation and suffocation (X91)",males,3.0
2016,"Assault by hanging, strangulation and suffocation (X91)",persons,13.0
2016,Assault by other and unspecified firearm discharge (X95),males,6.0
2016,Assault by other and unspecified firearm discharge (X95),persons,6.0
2016,Assault by other specified means (Y08),females,1.0
2016,Assault by other specified means (Y08),persons,1.0
2016,Assault by pushing from high place (Y01),males,2.0
2016,Assault by pushing from high place (Y01),persons,2.0
2016,Assault by pushing or placing victim before moving object (Y02),males,1.0
2016,Assault by pushing or placing victim before moving object (Y02),persons,1.0
2016,"Assault by rifle, shotgun and larger firearm discharge (X94)",females,7.0
2016,"Assault by rifle, shotgun and larger firearm discharge (X94)",males,18.0
2016,"Assault by rifle, shotgun and larger firearm discharge (X94)",persons,25.0
2016,Assault by sharp object (X99),females,27.0
2016,Assault by sharp object (X99),males,73.0
2016,Assault by sharp object (X99),persons,100.0
2016,"Assault by smoke, fire and flames (X97)",females,3.0
2016,"Assault by smoke, fire and flames (X97)",males,4.0
2016,"Assault by smoke, fire and flames (X97)",persons,7.0
2016,Assault by unspecified means (Y09),females,5.0
2016,Assault by unspecified means (Y09),males,4.0
2016,Assault by unspecified means (Y09),persons,9.0
2016,Asthma (J45),females,311.0
2016,Asthma (J45),males,147.0
2016,Asthma (J45),persons,458.0
2016,Atherosclerosis (I70),females,68.0
2016,Atherosclerosis (I70),males,39.0
2016,Atherosclerosis (I70),persons,107.0
2016,Atopic dermatitis (L20),females,1.0
2016,Atopic dermatitis (L20),persons,1.0
2016,Atrial fibrillation and flutter (I48),females,1353.0
2016,Atrial fibrillation and flutter (I48),males,779.0
2016,Atrial fibrillation and flutter (I48),persons,2132.0
2016,Atrioventricular and left bundle-branch block (I44),females,30.0
2016,Atrioventricular and left bundle-branch block (I44),males,24.0
2016,Atrioventricular and left bundle-branch block (I44),persons,54.0
2016,Bacterial infection of unspecified site (A49),females,57.0
2016,Bacterial infection of unspecified site (A49),males,61.0
2016,Bacterial infection of unspecified site (A49),persons,118.0
2016,"Bacterial meningitis, not elsewhere classified (G00)",females,10.0
2016,"Bacterial meningitis, not elsewhere classified (G00)",males,4.0
2016,"Bacterial meningitis, not elsewhere classified (G00)",persons,14.0
2016,"Bacterial pneumonia, not elsewhere classified (J15)",females,13.0
2016,"Bacterial pneumonia, not elsewhere classified (J15)",males,14.0
2016,"Bacterial pneumonia, not elsewhere classified (J15)",persons,27.0
2016,Bacterial sepsis of newborn (P36),females,2.0
2016,Bacterial sepsis of newborn (P36),males,9.0
2016,Bacterial sepsis of newborn (P36),persons,11.0
2016,Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),females,13.0
2016,Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),males,2.0
2016,Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),persons,15.0
2016,Benign lipomatous neoplasm (D17),males,1.0
2016,Benign lipomatous neoplasm (D17),persons,1.0
2016,Benign neoplasm of bone and articular cartilage (D16),males,1.0
2016,Benign neoplasm of bone and articular cartilage (D16),persons,1.0
2016,Benign neoplasm of brain and other parts of central nervous system (D33),females,3.0
2016,Benign neoplasm of brain and other parts of central nervous system (D33),males,5.0
2016,Benign neoplasm of brain and other parts of central nervous system (D33),persons,8.0
2016,"Benign neoplasm of colon, rectum, anus and anal canal (D12)",males,1.0
2016,"Benign neoplasm of colon, rectum, anus and anal canal (D12)",persons,1.0
2016,Benign neoplasm of major salivary glands (D11),males,1.0
2016,Benign neoplasm of major salivary glands (D11),persons,1.0
2016,Benign neoplasm of meninges (D32),females,59.0
2016,Benign neoplasm of meninges (D32),males,24.0
2016,Benign neoplasm of meninges (D32),persons,83.0
2016,Benign neoplasm of mouth and pharynx (D10),males,1.0
2016,Benign neoplasm of mouth and pharynx (D10),persons,1.0
2016,Benign neoplasm of other and ill-defined parts of digestive system (D13),females,2.0
2016,Benign neoplasm of other and ill-defined parts of digestive system (D13),males,3.0
2016,Benign neoplasm of other and ill-defined parts of digestive system (D13),persons,5.0
2016,Benign neoplasm of other and unspecified endocrine glands (D35),females,9.0
2016,Benign neoplasm of other and unspecified endocrine glands (D35),males,7.0
2016,Benign neoplasm of other and unspecified endocrine glands (D35),persons,16.0
2016,Benign neoplasm of other and unspecified intrathoracic organs (D15),females,7.0
2016,Benign neoplasm of other and unspecified intrathoracic organs (D15),males,4.0
2016,Benign neoplasm of other and unspecified intrathoracic organs (D15),persons,11.0
2016,Benign neoplasm of other and unspecified sites (D36),females,1.0
2016,Benign neoplasm of other and unspecified sites (D36),males,3.0
2016,Benign neoplasm of other and unspecified sites (D36),persons,4.0
2016,Benign neoplasm of thyroid gland (D34),females,1.0
2016,Benign neoplasm of thyroid gland (D34),persons,1.0
2016,Benign neoplasms (D10-D36),females,90.0
2016,Benign neoplasms (D10-D36),males,55.0
2016,Benign neoplasms (D10-D36),persons,145.0
2016,Bipolar affective disorder (F31),females,5.0
2016,Bipolar affective disorder (F31),males,5.0
2016,Bipolar affective disorder (F31),persons,10.0
2016,Birth asphyxia (P21),females,3.0
2016,Birth asphyxia (P21),males,6.0
2016,Birth asphyxia (P21),persons,9.0
2016,Birth trauma (P10-P15),females,1.0
2016,Birth trauma (P10-P15),males,1.0
2016,Birth trauma (P10-P15),persons,2.0
2016,Bitten or struck by crocodile or alligator (W58),females,1.0
2016,Bitten or struck by crocodile or alligator (W58),persons,1.0
2016,Bitten or struck by dog (W54),females,1.0
2016,Bitten or struck by dog (W54),males,1.0
2016,Bitten or struck by dog (W54),persons,2.0
2016,Bitten or struck by other mammals (W55),females,3.0
2016,Bitten or struck by other mammals (W55),males,7.0
2016,Bitten or struck by other mammals (W55),persons,10.0
2016,Bitten or stung by nonvenomous insect and other nonvenomous arthropods (W57),females,1.0
2016,Bitten or stung by nonvenomous insect and other nonvenomous arthropods (W57),persons,1.0
2016,Bronchiectasis (J47),females,277.0
2016,Bronchiectasis (J47),males,118.0
2016,Bronchiectasis (J47),persons,395.0
2016,"Bronchitis, not specified as acute or chronic (J40)",females,18.0
2016,"Bronchitis, not specified as acute or chronic (J40)",males,15.0
2016,"Bronchitis, not specified as acute or chronic (J40)",persons,33.0
2016,Bullous disorders (L10-L14),females,13.0
2016,Bullous disorders (L10-L14),males,10.0
2016,Bullous disorders (L10-L14),persons,23.0
2016,"Bus occupant injured in collision with car, pick-up truck or van (V73)",males,1.0
2016,"Bus occupant injured in collision with car, pick-up truck or van (V73)",persons,1.0
2016,Bus occupant injured in collision with other nonmotor vehicle (V76),males,1.0
2016,Bus occupant injured in collision with other nonmotor vehicle (V76),persons,1.0
2016,Bus occupant injured in noncollision transport accident (V78),females,1.0
2016,Bus occupant injured in noncollision transport accident (V78),males,1.0
2016,Bus occupant injured in noncollision transport accident (V78),persons,2.0
2016,Bus occupant injured in transport accident (V70-V79),females,1.0
2016,Bus occupant injured in transport accident (V70-V79),males,3.0
2016,Bus occupant injured in transport accident (V70-V79),persons,4.0
2016,Calculus of kidney and ureter (N20),females,16.0
2016,Calculus of kidney and ureter (N20),males,27.0
2016,Calculus of kidney and ureter (N20),persons,43.0
2016,Calculus of lower urinary tract (N21),males,2.0
2016,Calculus of lower urinary tract (N21),persons,2.0
2016,Candidiasis (B37),females,7.0
2016,Candidiasis (B37),males,6.0
2016,Candidiasis (B37),persons,13.0
2016,"Car occupant injured in collision with car, pick-up truck or van (V43)",females,100.0
2016,"Car occupant injured in collision with car, pick-up truck or van (V43)",males,121.0
2016,"Car occupant injured in collision with car, pick-up truck or van (V43)",persons,221.0
2016,Car occupant injured in collision with fixed or stationary object (V47),females,87.0
2016,Car occupant injured in collision with fixed or stationary object (V47),males,255.0
2016,Car occupant injured in collision with fixed or stationary object (V47),persons,342.0
2016,Car occupant injured in collision with heavy transport vehicle or bus (V44),females,36.0
2016,Car occupant injured in collision with heavy transport vehicle or bus (V44),males,63.0
2016,Car occupant injured in collision with heavy transport vehicle or bus (V44),persons,99.0
2016,Car occupant injured in collision with other nonmotor vehicle (V46),females,1.0
2016,Car occupant injured in collision with other nonmotor vehicle (V46),males,1.0
2016,Car occupant injured in collision with other nonmotor vehicle (V46),persons,2.0
2016,Car occupant injured in collision with pedestrian or animal (V40),females,1.0
2016,Car occupant injured in collision with pedestrian or animal (V40),males,5.0
2016,Car occupant injured in collision with pedestrian or animal (V40),persons,6.0
2016,Car occupant injured in collision with railway train or railway vehicle (V45),females,2.0
2016,Car occupant injured in collision with railway train or railway vehicle (V45),males,1.0
2016,Car occupant injured in collision with railway train or railway vehicle (V45),persons,3.0
2016,Car occupant injured in collision with two- or three-wheeled motor vehicle (V42),males,1.0
2016,Car occupant injured in collision with two- or three-wheeled motor vehicle (V42),persons,1.0
2016,Car occupant injured in noncollision transport accident (V48),females,35.0
2016,Car occupant injured in noncollision transport accident (V48),males,89.0
2016,Car occupant injured in noncollision transport accident (V48),persons,124.0
2016,Car occupant injured in transport accident (V40-V49),females,262.0
2016,Car occupant injured in transport accident (V40-V49),males,536.0
2016,Car occupant injured in transport accident (V40-V49),persons,798.0
2016,Cardiac arrest (I46),females,110.0
2016,Cardiac arrest (I46),males,91.0
2016,Cardiac arrest (I46),persons,201.0
2016,Cardiomyopathy (I42),females,369.0
2016,Cardiomyopathy (I42),males,700.0
2016,Cardiomyopathy (I42),persons,1069.0
2016,Cardiovascular devices associated with adverse incidents (Y71),males,1.0
2016,Cardiovascular devices associated with adverse incidents (Y71),persons,1.0
2016,Cardiovascular disorders originating in the perinatal period (P29),females,4.0
2016,Cardiovascular disorders originating in the perinatal period (P29),males,1.0
2016,Cardiovascular disorders originating in the perinatal period (P29),persons,5.0
2016,"Caught, crushed, jammed or pinched in or between objects (W23)",males,13.0
2016,"Caught, crushed, jammed or pinched in or between objects (W23)",persons,13.0
2016,Cellulitis (L03),females,153.0
2016,Cellulitis (L03),males,121.0
2016,Cellulitis (L03),persons,274.0
2016,Cerebral infarction (I63),females,698.0
2016,Cerebral infarction (I63),males,550.0
2016,Cerebral infarction (I63),persons,1248.0
2016,Cerebral palsy (G80),females,52.0
2016,Cerebral palsy (G80),males,67.0
2016,Cerebral palsy (G80),persons,119.0
2016,Cerebral palsy and other paralytic syndromes (G80-G83),females,83.0
2016,Cerebral palsy and other paralytic syndromes (G80-G83),males,118.0
2016,Cerebral palsy and other paralytic syndromes (G80-G83),persons,201.0
2016,Cerebrovascular diseases (I60-I69),females,6248.0
2016,Cerebrovascular diseases (I60-I69),males,4263.0
2016,Cerebrovascular diseases (I60-I69),persons,10511.0
2016,Certain disorders involving the immune mechanism (D80-D89),females,53.0
2016,Certain disorders involving the immune mechanism (D80-D89),males,41.0
2016,Certain disorders involving the immune mechanism (D80-D89),persons,94.0
2016,Certain zoonotic bacterial diseases  (A20-A28),females,2.0
2016,Certain zoonotic bacterial diseases  (A20-A28),males,2.0
2016,Certain zoonotic bacterial diseases  (A20-A28),persons,4.0
2016,Cervical disc disorders (M50),females,2.0
2016,Cervical disc disorders (M50),males,1.0
2016,Cervical disc disorders (M50),persons,3.0
2016,Cholecystitis (K81),females,91.0
2016,Cholecystitis (K81),males,93.0
2016,Cholecystitis (K81),persons,184.0
2016,Cholelithiasis (K80),females,54.0
2016,Cholelithiasis (K80),males,36.0
2016,Cholelithiasis (K80),persons,90.0
2016,Chondropathies (M91-M94),females,2.0
2016,Chondropathies (M91-M94),persons,2.0
2016,Chromomycosis and phaeomycotic abscess (B43),males,1.0
2016,Chromomycosis and phaeomycotic abscess (B43),persons,1.0
2016,Chronic ischaemic heart disease (I25),females,4335.0
2016,Chronic ischaemic heart disease (I25),males,6610.0
2016,Chronic ischaemic heart disease (I25),persons,10945.0
2016,Chronic kidney disease (N18),females,740.0
2016,Chronic kidney disease (N18),males,710.0
2016,Chronic kidney disease (N18),persons,1450.0
2016,Chronic laryngitis and laryngotracheitis (J37),males,1.0
2016,Chronic laryngitis and laryngotracheitis (J37),persons,1.0
2016,Chronic lower respiratory diseases (J40-J47),females,3924.0
2016,Chronic lower respiratory diseases (J40-J47),males,4232.0
2016,Chronic lower respiratory diseases (J40-J47),persons,8156.0
2016,Chronic nephritic syndrome (N03),females,6.0
2016,Chronic nephritic syndrome (N03),males,4.0
2016,Chronic nephritic syndrome (N03),persons,10.0
2016,Chronic respiratory disease originating in the perinatal period (P27),females,3.0
2016,Chronic respiratory disease originating in the perinatal period (P27),males,9.0
2016,Chronic respiratory disease originating in the perinatal period (P27),persons,12.0
2016,Chronic rheumatic heart diseases (I05-I09),females,233.0
2016,Chronic rheumatic heart diseases (I05-I09),males,141.0
2016,Chronic rheumatic heart diseases (I05-I09),persons,374.0
2016,Chronic sinusitis (J32),females,3.0
2016,Chronic sinusitis (J32),males,2.0
2016,Chronic sinusitis (J32),persons,5.0
2016,Chronic tubulo-interstitial nephritis (N11),females,4.0
2016,Chronic tubulo-interstitial nephritis (N11),persons,4.0
2016,Chronic viral hepatitis (B18),females,70.0
2016,Chronic viral hepatitis (B18),males,170.0
2016,Chronic viral hepatitis (B18),persons,240.0
2016,Cleft lip and cleft palate (Q35-Q37),females,2.0
2016,Cleft lip and cleft palate (Q35-Q37),males,2.0
2016,Cleft lip and cleft palate (Q35-Q37),persons,4.0
2016,Cleft palate (Q35),females,1.0
2016,Cleft palate (Q35),males,1.0
2016,Cleft palate (Q35),persons,2.0
2016,Cleft palate with cleft lip (Q37),females,1.0
2016,Cleft palate with cleft lip (Q37),males,1.0
2016,Cleft palate with cleft lip (Q37),persons,2.0
2016,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",females,53.0
2016,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",males,62.0
2016,"Coagulation defects, purpura and other haemorrhagic conditions (D65-D69)",persons,115.0
2016,Coalworker's pneumoconiosis (J60),males,1.0
2016,Coalworker's pneumoconiosis (J60),persons,1.0
2016,Complications and ill-defined descriptions of heart disease (I51),females,209.0
2016,Complications and ill-defined descriptions of heart disease (I51),males,245.0
2016,Complications and ill-defined descriptions of heart disease (I51),persons,454.0
2016,Complications of labour and delivery (O60-O75),females,2.0
2016,Complications of labour and delivery (O60-O75),persons,2.0
2016,Complications of medical and surgical care (Y40-Y84),females,29.0
2016,Complications of medical and surgical care (Y40-Y84),males,34.0
2016,Complications of medical and surgical care (Y40-Y84),persons,63.0
2016,Complications predominantly related to the puerperium (O85-O92),females,5.0
2016,Complications predominantly related to the puerperium (O85-O92),persons,5.0
2016,Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),females,2.0
2016,Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),persons,2.0
2016,Confined to or trapped in a low-oxygen environment (W81),males,1.0
2016,Confined to or trapped in a low-oxygen environment (W81),persons,1.0
2016,"Congenital absence, atresia and stenosis of large intestine (Q42)",males,1.0
2016,"Congenital absence, atresia and stenosis of large intestine (Q42)",persons,1.0
2016,"Congenital absence, atresia and stenosis of small intestine (Q41)",females,2.0
2016,"Congenital absence, atresia and stenosis of small intestine (Q41)",persons,2.0
2016,Congenital deformities of feet (Q66),females,1.0
2016,Congenital deformities of feet (Q66),persons,1.0
2016,Congenital hydrocephalus (Q03),females,1.0
2016,Congenital hydrocephalus (Q03),males,2.0
2016,Congenital hydrocephalus (Q03),persons,3.0
2016,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),females,11.0
2016,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),males,18.0
2016,Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),persons,29.0
2016,Congenital malformations of aortic and mitral valves (Q23),females,14.0
2016,Congenital malformations of aortic and mitral valves (Q23),males,18.0
2016,Congenital malformations of aortic and mitral valves (Q23),persons,32.0
